brandname,details,sizes,mrp,sellprice,discount%,category women
global desi,floral cotton v neck womens flared dress  pink,LargeSmall,2699,1754,35,Indianwear
global desi,solid cotton mandarin women straight tops  aqua,XLLargeMedium,1599,1119,30,Indianwear
yuris,embellished cotton round neck womens kurta set  black,XX-LargeXXX-Large,3999,1399,65,Indianwear
yuris,printed cotton round neck womens straight fit kurta  pink,XX-LargeXXX-Large,1299,649,50,Indianwear
yuris,floral cotton round neck womens kurta set  pink,MediumX-SmallXX-Large,3999,1399,65,Indianwear
yuris,printed round neck cotton womens kurta palazzo set  orange,LargeX-Large,2499,1124,55,Indianwear
global desi,floral polyester v neck womens flared gown  indigo,XLLarge,3499,1749,50,Indianwear
varanga,zari round neck womens kurta  pink,SmallXX-Large,3599,1259,65,Indianwear
varanga,womens powder blue floral zari embroidered kurta  blue,XX-Large,1999,999,50,Indianwear
varanga,mandarin collar womens kurta  sea green,X-Large,2999,1499,50,Indianwear
juniper,botanical print mandarin neck high low hemline womens kurta with mask  natural,LargeX-Large,1049,786,25,Indianwear
varanga,sequins round neck silk blend designer womens ethnic set  magenta,Small,5999,2099,65,Indianwear
varanga,round neck cotton womens dress  grey,SmallXX-Large,1999,899,55,Indianwear
varanga,embroidered cotton round neck womens regular fit kurta  lime green,Small,2999,1049,65,Indianwear
global desi,womens aline embroidered floral casual wear jumpsuit  mustard,XL,2999,1199,60,Indianwear
global desi,solid cotton womens festive pants  mid blue,LargeSmallX-SmallXX-Large,1699,1019,40,Indianwear
global desi,floral viscose boat neck womens regular fit top  ink blue,XLLargeMediumSmallX-Small,1899,1234,35,Indianwear
fusion beats,womens mandarin collar printed kurta  yellow,LargeMediumSmallXX-Large,1999,799,60,Indianwear
varanga,printed halter neck cotton womens ethnic set  mustard,LargeMediumSmallX-LargeXX-Large,4999,1999,60,Indianwear
janasya,floral polyester blend collared neck womens regular fit top  green,LargeX-SmallXX-LargeXXX-Large,1699,934,45,Indianwear
janasya,poly muslin womens kurta and pant set  pink,SmallX-LargeX-SmallXX-LargeXXX-Large,3598,1799,50,Indianwear
ziyaa,printed boat neck rayon womens ethnic set  blue,LargeMediumSmallX-LargeXX-LargeXXX-Large,2725,1090,60,Indianwear
global desi,solid cotton round neck womens regular kurta  white,XLLargeMediumSmallX-Small,2799,1399,50,Indianwear
myshka,solid cotton womens palazzo  red,,1899,474,75,Indianwear
de moza,printed rayon regular fit womens palazzos  dark grey,LargeMediumSmallX-Large,1499,899,40,Indianwear
ziyaa,printed mandarin rayon womens ethnic set  mustard,LargeMediumSmallX-LargeXX-LargeXXX-Large,3297,1318,60,Indianwear
global desi,regular full length polyester women festive wear skirts  pink mix,XLLargeMediumSmallX-Small,2999,2399,20,Indianwear
ziyaa,solid mandarin polyester womens salwar kurta and dupatta set  navy,LargeMediumSmallX-LargeXX-LargeXXX-Large,2103,1472,30,Indianwear
stop,printed round neck straight fit womens kurta  peach,SMLX-LargeX-SmallXX-Large,999,499,50,Indianwear
janasya,embroidered mandarin a line designer womens kurtas  mustard,MediumSmallX-LargeX-SmallXX-LargeXXX-Large,2798,979,65,Indianwear
w,printed round neck polyester womens aline dress  yellow,1418,3999,1999,50,Indianwear
fusion beats,round neck regular fit womens kurta  birch,LargeMediumSmallX-LargeXX-Large,1799,899,50,Indianwear
global desi,womens ethnic motifs aline kurta  mustard,XLLargeMediumSmallX-Small,2599,1039,60,Indianwear
neerus,embroidered rayon blend round neck womens full length kurta  mustard,XX-Large,2499,1249,50,Indianwear
faballey,striped vneck cotton womens pyjama set  blue,LargeMediumSmallX-LargeX-Small,2400,1200,50,Indianwear
global desi,solid straight fit viscose womens festive wear pants  coral,XLLargeMediumSmallX-SmallXX-Large,1599,1279,20,Indianwear
aurelia,round neck cotton womens knee length kurta  green,LargeMediumSmallX-LargeX-SmallXX-Large,1199,839,30,Indianwear
ziyaa,printed round neck rayon womens ethnic set  maroon,LargeMediumSmallX-LargeXX-LargeXXX-Large,3170,1268,60,Indianwear
ziyaa,floral georgette collar neck womens ethnic set  multi,LargeMediumSmallX-LargeXX-LargeXXX-Large,3708,1483,60,Indianwear
global desi,regular full length polyester women festive wear skirts  pink,XLLargeMediumSmallX-SmallXX-Large,2999,2399,20,Indianwear
fusion beats,womens notched collar floral print kurta  green,MediumSmall,1899,679,64,Indianwear
global desi,womens cotton round neck kurta  grey,LargeMediumSmallX-Small,2599,1299,50,Indianwear
global desi,round neck straight women kurtas  maroon,XLLargeMediumSmallX-SmallXX-Large,2299,1839,20,Indianwear
varanga,womens mandarin collar solid kurta set  black,MediumSmallXX-Large,3599,1799,50,Indianwear
janasya,womens mustard poly crepe kurta (jne3365)  yellow,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,1299,519,60,Indianwear
de moza,solid rayon loose fit womens culottes  natural,X-LargeXXX-Large,999,599,40,Indianwear
varanga,womens round neck embellished kurta  mauve,LargeMediumSmallXX-Large,1999,999,50,Indianwear
ziyaa,printed crepe boat neck womens straight kurta  black,LargeMediumSmallX-LargeXX-LargeXXX-Large,1248,624,50,Indianwear
varanga,women embroidered kurta with palazzos & dupatta  coral,MediumSmallX-LargeXX-Large,4999,2249,55,Indianwear
janasya,printed collar neck cotton designer womens ethnic sets  blue,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,2499,874,65,Indianwear
varanga,maroon zari and sequins embroidery kurta with dori and pom pom tassel with golden woven trousers  maroon,MediumSmallXX-Large,3599,1439,60,Indianwear
aurelia,printed polyester womens regular length palazzos  green,LargeMediumSmallX-Large,1499,899,40,Indianwear
ziyaa,geometric round neck polyester womens ethnic set  green,LargeMediumSmallX-LargeXX-LargeXXX-Large,3238,1295,60,Indianwear
indya,solid georgette womens regular length sharara pants  white,LargeMediumSmallX-LargeX-SmallXX-Large,2200,1100,50,Indianwear
janasya,solid ankle length viscose lycra womens leggings  mustard,LargeSmallX-Large,798,438,45,Indianwear
ziyaa,geometric round neck polyester womens ethnic set  green,LargeMediumSmallX-LargeXX-LargeXXX-Large,3180,1272,60,Indianwear
fusion beats,womens mandarin collar solid kurta  black,LargeMedium,1599,599,63,Indianwear
global desi,women cropped straight pants  indigo,XLMediumSmall,2299,1149,50,Indianwear
indya,womens maroon chambray embroidered aline tunic  maroon,LargeSmallX-Small,1850,925,50,Indianwear
janasya,womens green poly silk kurta with palazzo and dupatta (j0012)  multi,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,3899,2144,45,Indianwear
global desi,round neck straight women kurtas  pink mix,XLLargeMediumSmallXX-Large,2099,1679,20,Indianwear
ziyaa,stripes rayon square neck womens kurta palazzo set  blue,LargeMediumSmallX-LargeXX-LargeXXX-Large,3849,1539,60,Indianwear
w,solid regular fit chiffon womens festive pants  gold,68121416,1999,1199,40,Indianwear
janasya,floral polyester blend round neck womens regular fit top  navy,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,1498,749,50,Indianwear
fusion beats,womens v neck solid kurta  yellow,LargeMediumSmallX-Large,1799,719,60,Indianwear
myshka,printed collar neck womens kurti  red,,3999,999,75,Indianwear
fusion beats,boat neck regular fit womens kurta  yellow,MediumSmallXX-Large,1699,849,50,Indianwear
varanga,womens boat neck solid kurta set  coral,MediumSmallXX-Large,5299,2384,55,Indianwear
janasya,womens mustard pure cotton kurta with palazzo (set097)  yellow,MediumSmallX-LargeX-Small,4349,1739,60,Indianwear
ziyaa,geometric round neck rayon womens ethnic set  maroon,LargeMediumSmallX-LargeXX-LargeXXX-Large,2900,1160,60,Indianwear
global desi,geometric viscose vneck womens curved top  natural,LargeMediumSmallX-Small,1699,849,50,Indianwear
faballey,abstract strappy cotton womens pyjama set  black,SmallX-LargeX-Small,2200,1100,50,Indianwear
de moza,embroidered rayon regular fit womens palazzos  natural,LargeMediumSmallX-LargeXX-Large,1499,899,40,Indianwear
ziyaa,floral round neck rayon womens salwar kurta and dupatta set  blue,LargeMediumSmallX-LargeXX-LargeXXX-Large,4063,1625,60,Indianwear
neerus,cotton womens calf length a line kurta  natural,MediumXX-Large,2499,1249,50,Indianwear
yuris,floral cotton round neck womens calf length kurta  mustard,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,1799,809,55,Indianwear
janasya,printed round neck cotton flex womens aline ethnic dress  cream,SmallX-LargeX-SmallXX-Large,2179,762,65,Indianwear
ziyaa,printed crepe boat neck womens straight kurta  navy,LargeMediumSmallX-LargeXX-LargeXXX-Large,1373,549,60,Indianwear
global desi,square neck straight women kurtas  indigo,XLLargeMediumSmallX-Small,2299,1609,30,Indianwear
global desi,solid cotton mandarin collar womens kurta  mid blue,LargeMediumSmallX-Small,1799,899,50,Indianwear
global desi,womens solid trouser  indigo,XLLargeMediumSmall,1999,999,50,Indianwear
yuris,printed round neck cotton womens kurta palazzo set  green,LargeMediumSmallX-LargeXX-LargeXXX-Large,2999,1349,55,Indianwear
global desi,floral viscose round neck womens flared tunic  white,XLLargeMediumSmallX-Small,2299,1609,30,Indianwear
global desi,floral viscose round neck womens knee length kurta  sage,XLLargeMediumSmallX-SmallXX-Large,2099,1364,35,Indianwear
global desi,printed viscose square neck women flared tops  red,LargeMediumSmallX-Small,1499,1049,30,Indianwear
varanga,womens round neck embellished kurta  black,SmallX-LargeXX-Large,1999,999,50,Indianwear
stop,solid boat neck a line fit womens kurta  fuschia,SMLXLX-SmallXX-Large,1299,649,50,Indianwear
juniper,sequins round neck georgette designer women ethnic sets  grey,MediumSmallX-Small,4799,2159,55,Indianwear
varanga,zari mandarin straight designer womens kurtas  brown,LargeMediumX-LargeXX-Large,3199,1119,65,Indianwear
varanga,womens floral printed kurta with gold printed yoke with mauve and gold overall elasticated palazzo  magenta,LargeX-LargeXX-Large,3399,1699,50,Indianwear
varanga,womens plastic pink gold floral printed straight kurta with printed palazzo  magenta,LargeMediumSmallX-LargeXX-Large,3599,1799,50,Indianwear
varanga,viscose rayon womens ethnic palazzos  grey,LargeMediumSmallX-LargeXX-Large,1599,799,50,Indianwear
w,solid regular fit viscose womens festive pants  pink,6,1699,1019,40,Indianwear
ziyaa,geometric polyester round neck womens ethnic set  navy,XX-LargeXXX-Large,4922,1968,60,Indianwear
indya,grey floral georgette maxi skirt with cancan  grey,X-Small,3200,1600,50,Indianwear
janasya,stripes rayon vneck womens aline tunic  multi,X-Small,1498,599,60,Indianwear
janasya,poly muslin womens kurta and pant set  grey,SmallX-Small,3598,1799,50,Indianwear
janasya,womens navy blue cotton stitched blouse (bl102)  blue,X-Large,899,449,50,Indianwear
janasya,floral cotton mandarin womens kurta palazzo set with dupatta  grey,X-Small,4399,1979,55,Indianwear
janasya,embroidered cotton round neck womens regular fit top  maroon,SmallX-Small,1799,989,45,Indianwear
de moza,solid polyester womens crop top  gold,Large,999,599,40,Indianwear
neerus,printed flex round neck womens salwar suit  grey,Medium,2699,2159,20,Indianwear
w,solid regular fit viscose womens festive pants  red,16,1299,779,40,Indianwear
global desi,self design tie up neck straight womens kurta  off white,MediumXX-Large,2599,1299,50,Indianwear
indya,foil print silk vneck womens regular tunic  purple,XX-Large,3400,1700,50,Indianwear
yuris,printed mandarin neck cotton womens kurta palazzo set  pink,Small,2899,1159,60,Indianwear
amukti,stripes cotton mandarin collar womens straight kurta  blue,XXX-Large,1499,1049,30,Indianwear
global desi,round neck straight women kurtas  mint,XLLargeMediumSmallX-Small,2599,1819,30,Indianwear
kami kubi,geometric mandarin neck cotton womens flared ethnic dress  white,LargeMediumSmall,1999,899,55,Indianwear
global desi,ethnic motifs polyester round neck womens kurta  sage,MediumSmall,2499,1624,35,Indianwear
varanga,womens round neck ethnic motifs kurta set  red,Small,3999,1999,50,Indianwear
aurelia,yarn dyed band collar w/ v straight womens kurta  navy,LargeX-Small,1199,599,50,Indianwear
fusion beats,womens round neck slub kurta  yellow,LargeX-LargeXX-Large,1799,719,60,Indianwear
janasya,floral mandarin neck polyester blend womens flared ethnic dress  orange,X-Small,2498,1623,35,Indianwear
global desi,stripes collar neck cotton womens straight dress  yellow,LargeMediumSmall,2099,1679,20,Indianwear
janasya,womens mustard poly crepe kurta with pant (set044)  yellow,X-Small,2299,1034,55,Indianwear
global desi,self design key hole neck womens top  yellow,XLSmallX-Small,1599,959,40,Indianwear
global desi,solid viscose loose fit womens bottom  wine,XLMediumSmall,2199,1099,50,Indianwear
global desi,geometric round neck womens tunic  pink,LargeSmallX-Small,1799,1079,40,Indianwear
aurelia,solid regular fit cotton flex womens casual trousers  green,Small,1049,629,40,Indianwear
janasya,solid polyester blend round neck womens straight fit ethnic set  pink,MediumX-LargeXXX-Large,2799,1539,45,Indianwear
kami kubi,printed silk blend round neck womens ethnic set  pink,LargeMediumX-Large,4999,1999,60,Indianwear
amukti,solid rayon womens kurta  red,Small,1299,649,50,Indianwear
stop,womens embroidered calf length casual wear kurta  mustard,SMX-Small,1299,649,50,Indianwear
global desi,womens cotton round neck kurta  mid blue,X-Small,2199,879,60,Indianwear
aurelia,printed viscose blend round neck womens ethnic set  natural,Large,3999,1999,50,Indianwear
varanga,womens round neck embellished kurta  mauve,Small,1799,899,50,Indianwear
janasya,womens maroon rayon kurta (jne3273)  red,X-LargeX-Small,2299,804,65,Indianwear
de moza,solid polyester womens crop top  fuchsia,XX-Large,999,599,40,Indianwear
w,printed polyester round neck womens a line dress  grey,16,2799,2099,25,Indianwear
varanga,womens round neck floral kurta set  sea green,Small,2999,1649,45,Indianwear
global desi,floral vneck womens top  blue,X-Small,1799,1079,40,Indianwear
ziyaa,printed polyester v neck womens ethnic set  black,LargeSmall,5437,2174,60,Indianwear
global desi,floral polyester round neck womens knee length kurta  dark grey,XLLargeXX-Large,2999,1499,50,Indianwear
w,regular viscose woven designer womens pants  pink,10,1499,899,40,Indianwear
aurelia,mandarin straight designer womens kurtas  green,SmallX-Large,1049,629,40,Indianwear
janasya,womens blue pure cotton top with palazzo (j0095)  blue,SmallX-Small,2799,1119,60,Indianwear
global desi,foil viscose round neck womens top  maroon,XLX-SmallXX-Large,1699,1359,20,Indianwear
yuris,paisley cotton round neck womens salwar suit  multi,Small,2099,1154,45,Indianwear
janasya,womens peach poly crepe kurta (jne3261)  pink,MediumX-Large,1399,559,60,Indianwear
yuris,printed round neck cotton womens kurta palazzo set  white,LargeX-LargeXX-Large,2699,1214,55,Indianwear
yuris,printed mandarin neck cotton womens kurta palazzo set  green,MediumSmall,2499,1124,55,Indianwear
yuris,printed mandarin neck cotton womens kurta salwar dupatta set  mustard,Small,2899,1159,60,Indianwear
yuris,lace round neck cotton womens kurta palazzo set  green,Small,3499,1399,60,Indianwear
yuris,floral cotton round neck womens salwar suit  multi,MediumSmall,2899,1159,60,Indianwear
varanga,round neck womens top  red,SmallX-Large,1399,559,60,Indianwear
varanga,viscose rayon womens ethnic palazzos  maroon,LargeXX-Large,2699,1349,50,Indianwear
varanga,womens wine zari embroidered and sequins work detailed yoke kurta with gold polka dot block printed palazzo  magenta,XX-Large,3399,1699,50,Indianwear
varanga,gotta patti printed cotton round neck womens regular fit kurta  peach,XX-Large,2799,979,65,Indianwear
